backbone,head,pool,channels,seed,split_mode,task,params,inference_ms_per_window,train_elapsed_sec,epochs_trained,accuracy,macro_f1,weighted_f1,non_transition_f1,direction_macro_f1,worst_direction_f1,transition_precision,transition_recall,transition_f1,loss
mamba3,gyrophase_rd,mean,acc_gyro,13,random,direction,240498,0.016874915163498372,23.11688780784607,3,0.9713414634146341,0.6621928301894885,0.9724895509622719,0.993241068554876,0.6070181237952572,0.23529411764705882,0.8,0.9743589743589743,0.8786127167630058,0.5760501204467401
complex_selective,selective_gyrophase,mean,acc_gyro,13,random,direction,51254,0.15380561188067077,20.677610874176025,3,0.926829268292683,0.4387528598415047,0.9423889668666009,0.9707333114107202,0.35008945124663543,0.2222222222222222,0.4658385093167702,0.9615384615384616,0.6276150627615062,0.747908381717961
