model,channels,params,inference_ms_per_window,checkpoint_path,seed,window_size,stride,split_mode,accuracy,macro_f1,transition_precision,transition_recall,transition_f1,loss,train_size,val_size,test_size,best_val_accuracy,best_val_macro_f1,best_val_transition_precision,best_val_transition_recall,best_val_transition_f1,best_val_loss
gru,acc_gyro,39042,0.0024678363843122497,/home/jdone/ai/mamba/mamba3/outputs_user/imu_transition/subject_5seed/seed42/gru_acc_gyro/best.pt,42,128,64,subject,0.9952522255192878,0.9749412569524999,0.9195402298850575,0.9876543209876543,0.9523809523809523,0.03172445597917461,7626,1618,1685,0.9975278121137207,0.9846489563567362,0.9565217391304348,0.9850746268656716,0.9705882352941176,0.032654861230011774
tcn,acc,220610,0.005746380011260044,/home/jdone/ai/mamba/mamba3/outputs_user/imu_transition/subject_5seed/seed42/tcn_acc/best.pt,42,128,64,subject,0.9952522255192878,0.9752205882352941,0.9101123595505618,1.0,0.9529411764705882,0.014049642677874877,7626,1618,1685,0.9993819530284301,0.9960794671176814,1.0,0.9850746268656716,0.9924812030075187,0.01563309821446555
tcn,gyro,220610,0.005836050477228127,/home/jdone/ai/mamba/mamba3/outputs_user/imu_transition/subject_5seed/seed42/tcn_gyro/best.pt,42,128,64,subject,0.9958456973293769,0.9779491905978863,0.9302325581395349,0.9876543209876543,0.9580838323353293,0.04513648696748891,7626,1618,1685,0.9993819530284301,0.9960794671176814,1.0,0.9850746268656716,0.9924812030075187,0.02826122402125636
tcn,acc_gyro,221378,0.005818402023578528,/home/jdone/ai/mamba/mamba3/outputs_user/imu_transition/subject_5seed/seed42/tcn_acc_gyro/best.pt,42,128,64,subject,0.997626112759644,0.9871810477306271,0.963855421686747,0.9876543209876543,0.975609756097561,0.023365032018469067,7626,1618,1685,1.0,1.0,1.0,1.0,1.0,0.02090494620368548
transformer,acc,83842,0.003751206095330417,/home/jdone/ai/mamba/mamba3/outputs_user/imu_transition/subject_5seed/seed42/transformer_acc/best.pt,42,128,64,subject,0.998813056379822,0.9935905238653135,0.9759036144578314,1.0,0.9878048780487805,0.005631039675203558,7626,1618,1685,0.9981458590852905,0.9884051739582214,0.9705882352941176,0.9850746268656716,0.9777777777777777,0.029189120830978958
transformer,gyro,83842,0.0037322542266338132,/home/jdone/ai/mamba/mamba3/outputs_user/imu_transition/subject_5seed/seed42/transformer_gyro/best.pt,42,128,64,subject,0.9798219584569733,0.9042319162309267,0.719626168224299,0.9506172839506173,0.8191489361702128,0.11068874892477466,7626,1618,1685,0.9944375772558715,0.9652155218746641,0.9264705882352942,0.9402985074626866,0.9333333333333333,0.0910880128186477
transformer,acc_gyro,84034,0.0038978715747362003,/home/jdone/ai/mamba/mamba3/outputs_user/imu_transition/subject_5seed/seed42/transformer_acc_gyro/best.pt,42,128,64,subject,0.9952522255192878,0.9740617591822912,0.9506172839506173,0.9506172839506173,0.9506172839506173,0.06257772583193878,7626,1618,1685,0.9987639060568603,0.9922149407700376,0.9850746268656716,0.9850746268656716,0.9850746268656716,0.02003456449006052
mamba3,acc,239378,0.011183017049916089,/home/jdone/ai/mamba/mamba3/outputs_user/imu_transition/subject_5seed/seed42/mamba3_acc/best.pt,42,128,64,subject,0.9881305637982196,0.9393998244932602,0.8279569892473119,0.9506172839506173,0.8850574712643678,0.090846072821339,7626,1618,1685,0.984548825710754,0.9109193693663934,0.7625,0.9104477611940298,0.8299319727891157,0.139756540627114
mamba3,gyro,239378,0.011097839051217306,/home/jdone/ai/mamba/mamba3/outputs_user/imu_transition/subject_5seed/seed42/mamba3_gyro/best.pt,42,128,64,subject,0.9946587537091988,0.9713232165650263,0.9285714285714286,0.9629629629629629,0.9454545454545454,0.0916613043597585,7626,1618,1685,0.9975278121137207,0.9839714696121651,1.0,0.9402985074626866,0.9692307692307692,0.14167088704045805
mamba3,acc_gyro,239762,0.011277762350800913,/home/jdone/ai/mamba/mamba3/outputs_user/imu_transition/subject_5seed/seed42/mamba3_acc_gyro/best.pt,42,128,64,subject,0.9964391691394658,0.9809913812553586,0.9411764705882353,0.9876543209876543,0.963855421686747,0.01464508812244462,7626,1618,1685,0.9987639060568603,0.9922149407700376,0.9850746268656716,0.9850746268656716,0.9850746268656716,0.037175296557535056
cnn,acc,75906,0.0019601602980401367,/home/jdone/ai/mamba/mamba3/outputs_user/imu_transition/subject_5seed/seed73/cnn_acc/best.pt,73,128,64,subject,0.9962406015037594,0.9796751200328092,0.9775280898876404,0.9456521739130435,0.9613259668508287,0.05928887282190965,7778,1289,1862,0.9945694336695112,0.9718521199037925,0.9538461538461539,0.9393939393939394,0.9465648854961832,0.046959990786203915
cnn,gyro,75906,0.001962856731552165,/home/jdone/ai/mamba/mamba3/outputs_user/imu_transition/subject_5seed/seed73/cnn_gyro/best.pt,73,128,64,subject,0.9967776584317938,0.9830230310545415,0.9574468085106383,0.9782608695652174,0.967741935483871,0.03038854178723456,7778,1289,1862,0.9937936384794415,0.9693751484913281,0.9027777777777778,0.9848484848484849,0.9420289855072463,0.031243717292854033
cnn,acc_gyro,76866,0.001962033420568332,/home/jdone/ai/mamba/mamba3/outputs_user/imu_transition/subject_5seed/seed73/cnn_acc_gyro/best.pt,73,128,64,subject,0.9973147153598282,0.9857800722451754,0.967741935483871,0.9782608695652174,0.972972972972973,0.019657596586888332,7778,1289,1862,0.9961210240496509,0.9807276543955601,0.9295774647887324,1.0,0.9635036496350365,0.019461932815351256
gru,acc,38466,0.0025003445261972956,/home/jdone/ai/mamba/mamba3/outputs_user/imu_transition/subject_5seed/seed73/gru_acc/best.pt,73,128,64,subject,0.9070891514500538,0.7177846172176913,0.3346938775510204,0.8913043478260869,0.486646884272997,0.24764643006114775,7778,1289,1862,0.9674166020170675,0.8455388934538484,0.6538461538461539,0.7727272727272727,0.7083333333333334,0.3049934407922998
gru,gyro,38466,0.002500881237210706,/home/jdone/ai/mamba/mamba3/outputs_user/imu_transition/subject_5seed/seed73/gru_gyro/best.pt,73,128,64,subject,0.9935553168635876,0.9663882738037932,0.9166666666666666,0.9565217391304348,0.9361702127659575,0.034491838485944844,7778,1289,1862,0.9922420480993018,0.961187792070145,0.9,0.9545454545454546,0.9264705882352942,0.10574824631769034
gru,acc_gyro,39042,0.002468102320563048,/home/jdone/ai/mamba/mamba3/outputs_user/imu_transition/subject_5seed/seed73/gru_acc_gyro/best.pt,73,128,64,subject,0.9897959183673469,0.9495662710716704,0.8411214953271028,0.9782608695652174,0.9045226130653267,0.04795399031908953,7778,1289,1862,0.9930178432893716,0.9653097779120081,0.9014084507042254,0.9696969696969697,0.9343065693430657,0.07365287171027936
